id,available_seats,total_price,notes,ride_type,created_at,updated_at,duration_in_minutes,departure_date,departure_time,to_location_id,from_location_id,flexibility_in_minutes
,2,40,,sedan,,,50,14/3/12,8:45,1,2,10
,1,25,,van,,,50,14/3/12,8:50,1,2,15
,1,50,,van,,,55,14/3/12,9:00,1,2,15
,3,40,,van,,,45,14/3/12,9:20,1,2,15
,3,25,,van,,,45,14/3/12,9:30,1,2,5
,1,20,,sedan,,,45,14/3/12,9:55,1,2,10
,3,25,,sedan,,,45,14/3/12,10:10,1,2,5
,1,20,,van,,,45,14/3/12,10:35,1,2,10
,1,50,,sedan,,,50,14/3/12,11:00,1,2,5
,3,45,,van,,,50,14/3/12,11:10,1,2,15
,3,20,,sedan,,,50,14/3/12,11:15,1,2,5
,2,35,,van,,,40,14/3/12,11:20,1,2,15
,3,30,,sedan,,,45,14/3/12,11:35,1,2,5
,2,35,,sedan,,,40,14/3/12,11:55,1,2,5
,2,50,,sedan,,,50,14/3/12,12:00,1,2,10
,3,40,,sedan,,,55,14/3/12,12:10,1,2,5
,1,25,,van,,,55,14/3/12,12:20,1,2,10
,1,35,,sedan,,,40,14/3/12,12:25,1,2,5
,1,50,,sedan,,,50,14/3/12,12:30,1,2,5
,2,30,,van,,,55,14/3/12,12:55,1,2,10
,3,35,,van,,,45,14/3/12,13:15,1,2,10
,1,30,,van,,,45,14/3/12,13:20,1,2,10
,2,30,,sedan,,,40,14/3/12,13:45,1,2,15
,3,35,,sedan,,,45,14/3/12,13:55,1,2,10
,1,35,,sedan,,,40,14/3/12,14:15,1,2,10
,3,50,,sedan,,,55,14/3/12,14:25,1,2,5
,2,40,,sedan,,,45,14/3/12,14:30,1,2,15
,1,35,,sedan,,,40,14/3/12,14:55,1,2,5
,2,50,,sedan,,,40,14/3/12,15:05,1,2,10
,3,30,,sedan,,,55,14/3/12,15:20,1,2,10
,1,50,,sedan,,,55,14/3/12,15:40,1,2,10
,3,20,,sedan,,,55,14/3/12,15:50,1,2,5
,2,30,,van,,,50,14/3/12,16:05,1,2,5
,2,40,,sedan,,,40,14/3/12,16:30,1,2,15
,1,30,,van,,,40,14/3/12,16:40,1,2,15
,3,35,,sedan,,,45,14/3/12,17:05,1,2,5
,1,30,,sedan,,,55,14/3/12,17:30,1,2,15
,1,25,,van,,,55,14/3/12,17:50,1,2,10
,3,45,,van,,,40,14/3/12,17:55,1,2,5
,1,40,,van,,,55,14/3/12,18:20,1,2,10
,1,45,,van,,,50,14/3/12,18:35,1,2,10
,1,40,,sedan,,,45,14/3/12,18:45,1,2,10
,2,20,,van,,,55,14/3/12,19:05,1,2,5
,1,45,,sedan,,,45,14/3/12,19:25,1,2,15
,1,20,,van,,,50,14/3/12,19:30,1,2,15
,1,20,,van,,,40,14/3/12,19:45,1,2,15
,3,25,,van,,,50,14/3/12,20:05,1,2,10
,2,25,,van,,,40,14/3/12,20:30,1,2,10
,2,30,,sedan,,,50,15/3/12,20:35,1,2,10
,2,25,,sedan,,,50,15/3/12,20:55,1,2,5
,3,50,,sedan,,,50,15/3/12,21:20,1,2,5
,2,45,,van,,,50,15/3/12,21:40,1,2,10
,2,35,,sedan,,,50,15/3/12,21:45,1,2,15
,1,25,,sedan,,,55,15/3/12,21:55,1,2,5
,1,50,,van,,,45,15/3/12,6:00,1,2,10
,1,20,,sedan,,,45,15/3/12,6:20,1,2,10
,3,45,,van,,,55,15/3/12,6:25,1,2,5
,1,40,,van,,,45,15/3/12,6:35,1,2,15
,3,45,,van,,,50,15/3/12,6:55,1,2,5
,2,40,,van,,,50,15/3/12,7:15,1,2,5
,1,30,,van,,,40,15/3/12,7:35,1,2,5
,1,35,,van,,,55,15/3/12,7:50,1,2,5
,2,20,,sedan,,,50,15/3/12,8:05,1,2,5
,1,35,,van,,,40,15/3/12,8:20,1,2,5
,3,40,,sedan,,,55,15/3/12,8:35,1,2,15
,3,25,,sedan,,,40,15/3/12,9:00,1,2,15
,3,40,,sedan,,,45,15/3/12,9:15,1,2,10
,3,45,,sedan,,,40,15/3/12,9:25,1,2,5
,1,25,,sedan,,,40,15/3/12,9:30,1,2,15
,3,35,,sedan,,,55,15/3/12,9:40,1,2,5
,1,35,,van,,,45,15/3/12,10:00,1,2,10
,1,45,,van,,,45,15/3/12,10:15,1,2,15
,3,20,,van,,,40,15/3/12,10:40,1,2,10
,1,35,,van,,,55,15/3/12,11:05,1,2,5
,2,50,,sedan,,,45,15/3/12,11:30,1,2,10
,2,50,,sedan,,,50,15/3/12,11:45,1,2,5
,2,45,,van,,,45,15/3/12,12:05,1,2,10
,2,35,,van,,,50,15/3/12,12:20,1,2,10
,3,35,,van,,,45,15/3/12,12:40,1,2,15
,1,25,,sedan,,,55,15/3/12,12:50,1,2,10
,1,25,,van,,,45,15/3/12,13:05,1,2,15
,1,30,,van,,,40,15/3/12,13:10,1,2,10
,1,35,,van,,,40,15/3/12,13:30,1,2,5
,3,25,,sedan,,,55,15/3/12,13:40,1,2,15
,2,50,,van,,,50,15/3/12,13:50,1,2,5
,2,40,,sedan,,,45,15/3/12,14:15,1,2,10
,3,35,,van,,,50,15/3/12,14:40,1,2,10
,2,50,,van,,,50,15/3/12,15:00,1,2,15
,1,45,,van,,,50,15/3/12,15:20,1,2,15
,2,35,,sedan,,,50,15/3/12,15:35,1,2,10
,1,20,,sedan,,,55,15/3/12,15:40,1,2,10
,3,40,,sedan,,,45,15/3/12,15:45,1,2,10
,2,35,,sedan,,,45,15/3/12,16:10,1,2,15
,1,40,,van,,,45,15/3/12,16:30,1,2,5
,3,30,,van,,,50,15/3/12,16:45,1,2,5
,1,25,,sedan,,,45,15/3/12,16:55,1,2,5
,3,50,,van,,,45,15/3/12,17:10,1,2,10
,1,35,,sedan,,,55,15/3/12,17:30,1,2,15
,3,50,,sedan,,,45,15/3/12,17:35,1,2,5
,1,30,,van,,,40,15/3/12,17:50,1,2,5
,3,50,,van,,,40,15/3/12,17:55,1,2,15
,2,25,,van,,,40,15/3/12,18:05,1,2,5
,3,25,,van,,,50,15/3/12,18:25,1,2,10
,2,40,,van,,,45,15/3/12,18:50,1,2,5
,2,50,,sedan,,,40,15/3/12,19:15,1,2,5
,3,45,,van,,,50,15/3/12,19:40,1,2,10
,1,45,,van,,,45,15/3/12,20:00,1,2,10
,3,50,,van,,,40,15/3/12,20:25,1,2,5
,2,45,,sedan,,,50,15/3/12,20:40,1,2,10
,1,30,,van,,,55,16/3/12,21:05,1,2,5
,3,50,,van,,,40,16/3/12,21:20,1,2,15
,2,20,,sedan,,,50,16/3/12,21:35,1,2,10
,2,50,,van,,,45,16/3/12,21:55,1,2,15
,2,35,,sedan,,,45,16/3/12,6:00,1,2,10
,1,45,,van,,,55,16/3/12,6:05,1,2,5
,1,20,,sedan,,,45,16/3/12,6:15,1,2,15
,3,35,,van,,,55,16/3/12,6:40,1,2,10
,1,35,,van,,,55,16/3/12,7:00,1,2,10
,2,20,,sedan,,,55,16/3/12,7:15,1,2,10
,2,20,,van,,,50,16/3/12,7:20,1,2,10
,1,50,,sedan,,,40,16/3/12,7:25,1,2,10
,3,30,,van,,,50,16/3/12,7:50,1,2,10
,2,35,,sedan,,,50,16/3/12,8:10,1,2,10
,2,40,,sedan,,,45,16/3/12,8:25,1,2,5
,2,45,,sedan,,,45,16/3/12,8:30,1,2,10
,2,40,,sedan,,,55,16/3/12,8:40,1,2,15
,3,20,,sedan,,,40,16/3/12,9:00,1,2,10
,2,45,,van,,,55,16/3/12,9:05,1,2,10
,2,30,,sedan,,,45,16/3/12,9:30,1,2,15
,3,25,,sedan,,,50,16/3/12,9:55,1,2,10
,1,40,,van,,,45,16/3/12,10:20,1,2,10
,3,20,,sedan,,,50,16/3/12,10:25,1,2,5
,1,30,,sedan,,,55,16/3/12,10:40,1,2,10
,1,35,,van,,,40,16/3/12,10:55,1,2,5
,3,40,,van,,,50,16/3/12,11:10,1,2,15
,1,45,,sedan,,,45,16/3/12,11:20,1,2,10
,2,20,,sedan,,,50,16/3/12,11:35,1,2,5
,2,45,,van,,,50,16/3/12,11:50,1,2,10
,2,45,,van,,,55,16/3/12,11:55,1,2,5
,3,35,,sedan,,,45,16/3/12,12:10,1,2,15
,3,35,,van,,,40,16/3/12,12:30,1,2,5
,2,35,,van,,,45,16/3/12,12:45,1,2,5
,3,45,,sedan,,,50,16/3/12,12:50,1,2,10
,3,40,,sedan,,,45,16/3/12,13:05,1,2,15
,1,25,,van,,,40,16/3/12,13:30,1,2,15
,3,20,,sedan,,,50,16/3/12,13:35,1,2,15
,2,25,,van,,,45,16/3/12,13:45,1,2,10
,2,20,,sedan,,,50,16/3/12,14:05,1,2,15
,2,35,,sedan,,,55,16/3/12,14:10,1,2,10
,2,45,,sedan,,,50,16/3/12,14:25,1,2,10
,3,40,,van,,,55,16/3/12,14:50,1,2,10
,2,35,,van,,,55,16/3/12,15:05,1,2,10
,1,45,,van,,,55,16/3/12,15:25,1,2,15
,1,40,,van,,,55,16/3/12,15:30,1,2,15
,3,30,,sedan,,,40,16/3/12,15:40,1,2,15
,2,30,,sedan,,,40,16/3/12,15:45,1,2,10
,2,35,,sedan,,,50,16/3/12,15:50,1,2,5
,1,25,,sedan,,,40,16/3/12,16:05,1,2,5
,3,25,,sedan,,,45,16/3/12,16:25,1,2,10
,1,40,,sedan,,,50,16/3/12,16:50,1,2,5
,1,20,,van,,,50,16/3/12,17:00,1,2,15
,1,30,,van,,,50,16/3/12,17:10,1,2,5
,3,45,,van,,,50,16/3/12,17:20,1,2,5
,1,30,,van,,,55,16/3/12,17:35,1,2,5
,1,20,,sedan,,,40,16/3/12,17:55,1,2,10
,3,50,,sedan,,,50,16/3/12,18:20,1,2,10
,1,35,,sedan,,,40,16/3/12,18:40,1,2,10
,2,30,,sedan,,,55,16/3/12,18:50,1,2,10
,2,30,,van,,,45,16/3/12,19:00,1,2,15
,3,25,,sedan,,,50,16/3/12,19:20,1,2,10
,3,35,,sedan,,,45,16/3/12,19:30,1,2,5
,2,50,,van,,,40,16/3/12,19:35,1,2,10
,1,35,,van,,,40,16/3/12,20:00,1,2,15
,3,25,,van,,,50,16/3/12,20:05,1,2,5
,1,25,,sedan,,,50,16/3/12,20:25,1,2,15
,1,25,,sedan,,,45,16/3/12,20:50,1,2,10
,2,45,,sedan,,,40,16/3/12,21:10,1,2,15
,2,35,,sedan,,,45,17/3/12,21:25,1,2,5
,3,20,,van,,,45,17/3/12,21:50,1,2,15
,2,20,,sedan,,,45,17/3/12,22:00,1,2,10
,3,50,,van,,,45,17/3/12,6:00,1,2,5
,3,40,,sedan,,,55,17/3/12,6:25,1,2,5
,1,40,,van,,,40,17/3/12,6:40,1,2,10
,1,45,,van,,,50,17/3/12,6:50,1,2,15
,2,50,,van,,,45,17/3/12,7:05,1,2,15
,1,30,,van,,,45,17/3/12,7:15,1,2,10
,2,25,,sedan,,,45,17/3/12,7:40,1,2,10
,2,20,,sedan,,,55,17/3/12,7:50,1,2,15
,2,50,,sedan,,,45,17/3/12,8:15,1,2,5
,2,30,,sedan,,,50,17/3/12,8:25,1,2,10
,1,25,,sedan,,,55,17/3/12,8:40,1,2,5
,3,25,,sedan,,,50,17/3/12,9:05,1,2,5
,1,30,,van,,,40,17/3/12,9:25,1,2,5
,3,40,,sedan,,,50,17/3/12,9:45,1,2,10
,3,45,,sedan,,,45,17/3/12,9:55,1,2,10
,1,50,,van,,,45,17/3/12,10:05,1,2,5
,3,20,,sedan,,,50,17/3/12,10:30,1,2,15
,2,35,,sedan,,,50,17/3/12,10:50,1,2,5
,3,45,,sedan,,,40,17/3/12,10:55,1,2,15
,1,20,,van,,,55,17/3/12,11:00,1,2,5
,3,50,,van,,,50,17/3/12,11:20,1,2,5
,1,25,,van,,,45,17/3/12,11:40,1,2,5
,1,50,,van,,,55,17/3/12,11:55,1,2,5
,1,20,,van,,,40,17/3/12,12:20,1,2,10
,2,50,,sedan,,,55,17/3/12,12:40,1,2,10
,3,40,,sedan,,,45,17/3/12,13:05,1,2,5
,2,50,,sedan,,,40,17/3/12,13:30,1,2,15
,2,45,,sedan,,,45,17/3/12,13:50,1,2,10
,2,25,,sedan,,,45,17/3/12,13:55,1,2,5
,2,40,,van,,,40,17/3/12,14:05,1,2,10
,2,50,,sedan,,,50,17/3/12,14:15,1,2,15
,3,35,,van,,,55,17/3/12,14:35,1,2,10
,1,35,,sedan,,,45,17/3/12,14:50,1,2,5
,1,30,,sedan,,,50,17/3/12,15:00,1,2,10
,1,30,,van,,,45,17/3/12,15:05,1,2,10
,2,45,,van,,,40,17/3/12,15:30,1,2,10
,2,40,,sedan,,,40,17/3/12,15:35,1,2,10
,2,40,,van,,,50,17/3/12,16:00,1,2,10
,2,50,,van,,,45,17/3/12,16:20,1,2,10
,1,30,,sedan,,,40,17/3/12,16:25,1,2,5
,2,25,,sedan,,,50,17/3/12,16:30,1,2,5
,2,30,,van,,,50,17/3/12,16:35,1,2,5
,1,45,,sedan,,,50,17/3/12,16:50,1,2,15
,2,50,,van,,,40,17/3/12,17:05,1,2,15
,2,30,,van,,,55,17/3/12,17:25,1,2,15
,1,30,,sedan,,,55,17/3/12,17:35,1,2,15
,2,30,,van,,,40,17/3/12,17:40,1,2,15
,1,20,,van,,,45,17/3/12,17:55,1,2,15
,2,30,,sedan,,,40,17/3/12,18:20,1,2,5
,3,45,,van,,,55,17/3/12,18:40,1,2,5
,2,50,,sedan,,,55,17/3/12,18:45,1,2,5
,2,30,,sedan,,,45,17/3/12,19:00,1,2,10
,2,30,,sedan,,,40,17/3/12,19:20,1,2,5
,3,40,,van,,,55,17/3/12,19:40,1,2,5
,3,50,,sedan,,,50,17/3/12,19:50,1,2,15
,3,30,,van,,,40,17/3/12,19:55,1,2,15
,1,50,,van,,,45,17/3/12,20:05,1,2,10
,1,20,,van,,,50,17/3/12,20:30,1,2,5
,2,50,,sedan,,,55,17/3/12,20:50,1,2,10
,3,30,,van,,,40,17/3/12,21:00,1,2,15
,3,25,,sedan,,,45,17/3/12,21:05,1,2,15
,2,30,,van,,,55,17/3/12,21:25,1,2,15
,1,20,,van,,,55,17/3/12,21:35,1,2,15
,1,50,,sedan,,,40,17/3/12,21:45,1,2,10
,3,20,,van,,,55,17/3/12,22:00,1,2,5
,3,20,,van,,,55,17/3/12,6:00,1,2,5
,2,40,,sedan,,,50,18/3/12,6:15,1,2,15
,1,40,,van,,,45,18/3/12,6:35,1,2,15
,2,20,,van,,,50,18/3/12,7:00,1,2,10
,2,45,,van,,,50,18/3/12,7:05,1,2,10
,1,40,,van,,,55,18/3/12,7:30,1,2,15
,2,20,,van,,,55,18/3/12,7:55,1,2,15
,3,50,,sedan,,,50,18/3/12,8:15,1,2,5
,1,25,,van,,,55,18/3/12,8:25,1,2,15
,2,45,,van,,,40,18/3/12,8:40,1,2,15
,3,40,,van,,,40,18/3/12,9:00,1,2,10
,1,45,,van,,,45,18/3/12,9:25,1,2,10
,1,45,,sedan,,,45,18/3/12,9:50,1,2,15
,1,30,,van,,,40,18/3/12,9:55,1,2,5
,1,50,,van,,,40,18/3/12,10:20,1,2,10
,1,40,,van,,,40,18/3/12,10:30,1,2,15
,3,40,,sedan,,,50,18/3/12,10:55,1,2,10
,1,40,,sedan,,,40,18/3/12,11:15,1,2,5
,2,50,,van,,,40,18/3/12,11:40,1,2,5
,2,45,,sedan,,,50,18/3/12,11:45,1,2,10
,2,25,,van,,,45,18/3/12,11:55,1,2,5
,1,25,,van,,,45,18/3/12,12:10,1,2,10
,2,45,,sedan,,,45,18/3/12,12:15,1,2,5
,2,30,,van,,,50,18/3/12,12:25,1,2,15
,2,35,,van,,,55,18/3/12,12:30,1,2,5
,1,25,,van,,,50,18/3/12,12:35,1,2,5
,3,25,,van,,,50,18/3/12,13:00,1,2,10
,1,25,,van,,,50,18/3/12,13:20,1,2,5
,2,40,,sedan,,,55,18/3/12,13:35,1,2,15
,3,35,,van,,,40,18/3/12,13:55,1,2,5
,3,40,,van,,,50,18/3/12,14:15,1,2,10
,2,25,,van,,,55,18/3/12,14:25,1,2,5
,2,35,,sedan,,,40,18/3/12,14:40,1,2,10
,2,45,,van,,,40,18/3/12,14:50,1,2,5
,1,25,,van,,,45,18/3/12,14:55,1,2,10
,2,50,,sedan,,,50,18/3/12,15:20,1,2,5
,2,30,,sedan,,,55,18/3/12,15:40,1,2,5
,2,35,,sedan,,,50,18/3/12,15:50,1,2,15
,2,35,,van,,,45,18/3/12,16:00,1,2,15
,2,20,,van,,,40,18/3/12,16:25,1,2,15
,2,30,,van,,,55,18/3/12,16:45,1,2,10
,3,40,,sedan,,,45,18/3/12,17:05,1,2,15
,3,35,,van,,,50,18/3/12,17:15,1,2,10
,2,45,,van,,,40,18/3/12,17:35,1,2,15
,2,35,,van,,,50,18/3/12,18:00,1,2,15
,1,45,,van,,,40,18/3/12,18:25,1,2,5
,3,50,,van,,,45,18/3/12,18:30,1,2,10
,1,50,,sedan,,,55,18/3/12,18:40,1,2,5
,1,35,,sedan,,,50,18/3/12,19:00,1,2,10
,3,35,,van,,,55,18/3/12,19:05,1,2,15
,1,50,,sedan,,,45,18/3/12,19:20,1,2,5
,2,35,,van,,,45,18/3/12,19:35,1,2,10
,2,40,,van,,,50,18/3/12,19:40,1,2,15
,3,40,,sedan,,,55,18/3/12,20:05,1,2,5
,1,35,,sedan,,,55,18/3/12,20:15,1,2,5
,2,40,,van,,,55,18/3/12,20:35,1,2,5
,2,20,,van,,,45,18/3/12,20:40,1,2,10
,2,45,,van,,,50,18/3/12,21:05,1,2,5
,1,30,,sedan,,,45,18/3/12,21:30,1,2,15
,2,50,,van,,,45,18/3/12,21:50,1,2,10
,1,25,,van,,,45,18/3/12,6:00,1,2,10
,3,50,,sedan,,,50,18/3/12,6:20,1,2,15
,2,20,,van,,,45,18/3/12,6:40,1,2,5
,3,35,,van,,,55,18/3/12,6:55,1,2,15
,3,25,,sedan,,,40,18/3/12,7:10,1,2,10
,2,35,,van,,,45,18/3/12,7:35,1,2,10
,2,20,,van,,,40,18/3/12,8:00,1,2,10
,1,45,,van,,,55,18/3/12,8:15,1,2,10
,1,25,,van,,,55,18/3/12,8:25,1,2,10
,2,20,,sedan,,,55,19/3/12,8:30,1,2,10
,1,35,,sedan,,,40,19/3/12,8:45,1,2,10
,1,30,,sedan,,,50,19/3/12,8:50,1,2,15
,2,45,,van,,,50,19/3/12,9:15,1,2,10
,1,30,,sedan,,,45,19/3/12,9:40,1,2,5
,2,25,,sedan,,,45,19/3/12,9:45,1,2,10
,1,50,,van,,,50,19/3/12,9:50,1,2,10
,2,50,,sedan,,,40,19/3/12,10:05,1,2,15
,2,20,,van,,,55,19/3/12,10:20,1,2,15
,1,45,,sedan,,,40,19/3/12,10:35,1,2,10
,2,50,,van,,,45,19/3/12,11:00,1,2,15
,1,45,,sedan,,,45,19/3/12,11:20,1,2,5
,3,30,,van,,,55,19/3/12,11:35,1,2,15
,1,50,,sedan,,,55,19/3/12,11:40,1,2,10
,3,40,,sedan,,,50,19/3/12,12:00,1,2,5
,3,45,,sedan,,,50,19/3/12,12:20,1,2,15
,3,35,,sedan,,,55,19/3/12,12:30,1,2,15
,3,20,,van,,,45,19/3/12,12:55,1,2,5
,2,45,,van,,,55,19/3/12,13:15,1,2,10
,1,20,,sedan,,,50,19/3/12,13:35,1,2,5
,1,50,,sedan,,,40,19/3/12,13:55,1,2,15
,1,30,,sedan,,,40,19/3/12,14:20,1,2,5
,1,35,,van,,,50,19/3/12,14:30,1,2,10
,2,40,,van,,,40,19/3/12,14:45,1,2,5
,2,40,,sedan,,,45,19/3/12,15:00,1,2,5
,2,30,,van,,,55,19/3/12,15:05,1,2,5
,1,20,,van,,,55,19/3/12,15:25,1,2,15
,2,40,,sedan,,,45,19/3/12,15:30,1,2,10
,2,50,,sedan,,,40,19/3/12,15:40,1,2,15
,1,45,,sedan,,,45,19/3/12,16:00,1,2,5
,2,50,,sedan,,,45,19/3/12,16:25,1,2,10
,3,25,,van,,,55,19/3/12,16:40,1,2,10
,3,50,,van,,,45,19/3/12,17:05,1,2,5
,2,50,,van,,,45,19/3/12,17:30,1,2,10
,2,50,,sedan,,,55,19/3/12,17:45,1,2,5
,2,50,,sedan,,,50,19/3/12,18:00,1,2,5
,1,45,,van,,,40,19/3/12,18:05,1,2,5
,1,30,,van,,,40,19/3/12,18:20,1,2,15
,1,45,,van,,,55,19/3/12,18:30,1,2,5
,1,40,,van,,,50,19/3/12,18:45,1,2,10
,2,35,,van,,,50,19/3/12,18:50,1,2,10
,2,40,,van,,,45,19/3/12,19:05,1,2,10
,2,20,,van,,,50,19/3/12,19:15,1,2,15
,2,35,,sedan,,,55,19/3/12,19:30,1,2,10
,2,35,,van,,,50,19/3/12,19:55,1,2,15
,2,20,,sedan,,,50,19/3/12,20:05,1,2,10
,3,50,,sedan,,,40,19/3/12,20:15,1,2,10
,3,50,,sedan,,,45,19/3/12,20:30,1,2,15
,3,35,,van,,,40,19/3/12,20:50,1,2,15
,3,30,,sedan,,,40,19/3/12,21:00,1,2,10
,2,30,,van,,,55,19/3/12,21:25,1,2,10
,2,45,,sedan,,,45,19/3/12,21:35,1,2,10
,3,30,,sedan,,,55,19/3/12,21:40,1,2,15
,3,20,,van,,,55,19/3/12,6:00,1,2,5
,3,45,,van,,,50,19/3/12,6:10,1,2,5
,2,35,,van,,,40,19/3/12,6:30,1,2,15
,1,50,,van,,,45,19/3/12,6:55,1,2,10
,1,35,,sedan,,,50,19/3/12,7:10,1,2,10
,1,25,,van,,,45,19/3/12,7:25,1,2,5
,1,50,,sedan,,,50,19/3/12,7:45,1,2,15
,3,40,,sedan,,,50,19/3/12,7:50,1,2,5
,1,30,,van,,,40,19/3/12,7:55,1,2,15
,3,20,,sedan,,,45,19/3/12,8:20,1,2,5
,3,35,,van,,,50,19/3/12,8:30,1,2,15
,3,35,,sedan,,,45,19/3/12,8:55,1,2,5
,1,50,,van,,,40,19/3/12,9:20,1,2,15
,2,50,,van,,,55,19/3/12,9:35,1,2,5
,1,20,,van,,,40,19/3/12,10:00,1,2,5
,1,40,,van,,,50,19/3/12,10:15,1,2,10
,2,20,,sedan,,,40,20/3/12,10:40,1,2,5
,2,25,,sedan,,,45,20/3/12,11:00,1,2,15
,1,40,,van,,,40,20/3/12,11:10,1,2,5
,3,45,,sedan,,,55,20/3/12,11:35,1,2,15
,2,45,,van,,,50,20/3/12,11:55,1,2,10
,2,20,,van,,,45,20/3/12,12:00,1,2,5
,2,35,,van,,,50,20/3/12,12:15,1,2,5
,2,30,,sedan,,,55,20/3/12,12:40,1,2,15
,1,25,,van,,,40,20/3/12,13:00,1,2,5
,1,40,,van,,,50,20/3/12,13:10,1,2,5
,3,35,,van,,,55,20/3/12,13:25,1,2,5
,2,25,,sedan,,,55,20/3/12,13:45,1,2,5
,3,50,,van,,,40,20/3/12,13:55,1,2,15
,3,30,,sedan,,,55,20/3/12,14:05,1,2,15
,3,50,,sedan,,,45,20/3/12,14:10,1,2,15
,2,30,,van,,,50,20/3/12,14:35,1,2,15
,1,45,,sedan,,,50,20/3/12,14:45,1,2,15
,2,50,,sedan,,,55,20/3/12,15:05,1,2,5
,1,30,,sedan,,,50,20/3/12,15:15,1,2,15
,2,45,,sedan,,,45,20/3/12,15:40,1,2,10
,1,20,,sedan,,,45,20/3/12,15:50,1,2,15
,1,30,,van,,,55,20/3/12,16:10,1,2,5
,3,25,,sedan,,,50,20/3/12,16:35,1,2,10
,2,35,,van,,,55,20/3/12,16:40,1,2,15
,2,40,,van,,,55,20/3/12,17:00,1,2,15
,3,40,,sedan,,,45,20/3/12,17:05,1,2,5
,3,35,,van,,,55,20/3/12,17:10,1,2,5
,2,25,,sedan,,,45,20/3/12,17:25,1,2,10
,2,50,,sedan,,,50,20/3/12,17:30,1,2,15
,2,25,,sedan,,,40,20/3/12,17:55,1,2,5
,3,50,,sedan,,,50,20/3/12,18:05,1,2,10
,3,45,,sedan,,,55,20/3/12,18:25,1,2,15
,2,45,,sedan,,,45,20/3/12,18:50,1,2,15
,1,40,,sedan,,,50,20/3/12,19:05,1,2,5
,1,50,,van,,,40,20/3/12,19:10,1,2,10
,2,35,,van,,,40,20/3/12,19:25,1,2,5
,1,25,,van,,,55,20/3/12,19:30,1,2,15
,2,50,,sedan,,,45,20/3/12,19:35,1,2,5
,1,35,,sedan,,,45,20/3/12,20:00,1,2,10
,3,20,,van,,,40,20/3/12,20:10,1,2,5
,1,50,,van,,,40,20/3/12,20:20,1,2,10
,2,40,,sedan,,,55,20/3/12,20:35,1,2,10
,1,20,,sedan,,,55,20/3/12,20:45,1,2,15
,3,20,,van,,,50,20/3/12,20:50,1,2,15
,3,25,,sedan,,,40,20/3/12,21:00,1,2,5
,1,40,,sedan,,,55,20/3/12,21:10,1,2,5
,2,45,,sedan,,,45,20/3/12,21:35,1,2,15
,3,50,,van,,,55,20/3/12,21:45,1,2,15
,3,40,,van,,,40,20/3/12,6:00,1,2,10
,2,25,,van,,,45,20/3/12,6:20,1,2,5
,1,25,,sedan,,,45,20/3/12,6:40,1,2,10
,3,25,,van,,,50,20/3/12,7:05,1,2,15
,1,25,,van,,,55,20/3/12,7:25,1,2,10
,2,50,,sedan,,,55,20/3/12,7:30,1,2,10
,1,20,,sedan,,,40,20/3/12,7:40,1,2,5
,1,50,,sedan,,,50,20/3/12,7:55,1,2,10
,1,45,,van,,,55,20/3/12,8:20,1,2,10
,2,20,,van,,,55,20/3/12,8:25,1,2,15
,3,35,,van,,,55,20/3/12,8:50,1,2,10
,2,40,,sedan,,,40,20/3/12,9:05,1,2,10
,3,35,,van,,,40,20/3/12,9:25,1,2,5
,1,35,,sedan,,,40,20/3/12,9:30,1,2,5
,1,40,,sedan,,,45,20/3/12,9:35,1,2,10
,1,25,,van,,,55,20/3/12,9:40,1,2,10
,1,35,,van,,,55,20/3/12,10:05,1,2,10
,3,50,,sedan,,,45,20/3/12,10:15,1,2,15
,3,30,,sedan,,,50,20/3/12,10:30,1,2,15
,2,25,,sedan,,,45,20/3/12,10:50,1,2,10
,2,30,,sedan,,,40,20/3/12,11:05,1,2,5
,3,45,,van,,,45,20/3/12,11:20,1,2,15
,3,30,,sedan,,,40,20/3/12,11:30,1,2,15
,3,40,,sedan,,,50,20/3/12,11:35,1,2,10
,1,40,,sedan,,,40,21/3/12,11:45,1,2,5
,1,20,,van,,,40,21/3/12,11:50,1,2,5
,3,30,,van,,,45,21/3/12,12:15,1,2,5
,3,50,,van,,,55,21/3/12,12:40,1,2,5
,3,50,,van,,,45,21/3/12,13:05,1,2,15
,2,40,,sedan,,,45,21/3/12,13:15,1,2,15
,3,50,,van,,,50,21/3/12,13:20,1,2,5
,1,30,,sedan,,,50,21/3/12,13:25,1,2,5
,1,35,,van,,,40,21/3/12,13:50,1,2,5
,3,30,,sedan,,,55,21/3/12,13:55,1,2,10
,3,25,,sedan,,,40,21/3/12,14:15,1,2,5
,2,40,,van,,,45,21/3/12,14:35,1,2,5
,2,25,,sedan,,,45,21/3/12,14:50,1,2,10
,1,45,,sedan,,,45,21/3/12,15:00,1,2,10
,1,30,,van,,,45,21/3/12,15:05,1,2,10
,2,20,,sedan,,,45,21/3/12,15:15,1,2,10
,2,30,,sedan,,,45,21/3/12,15:20,1,2,5
,1,30,,sedan,,,40,21/3/12,15:25,1,2,15
,2,50,,sedan,,,45,21/3/12,15:30,1,2,15
,1,35,,sedan,,,55,21/3/12,15:50,1,2,5
,3,50,,van,,,50,21/3/12,16:10,1,2,10
,2,20,,sedan,,,50,21/3/12,16:20,1,2,10
,3,45,,sedan,,,55,21/3/12,16:45,1,2,5
,3,30,,sedan,,,45,21/3/12,16:50,1,2,5
,2,50,,van,,,55,21/3/12,17:00,1,2,5
